MissingRate,F1_Score,Accuracy
0.05,0.819777756366104,0.8437430786267995
0.1,0.7985255748798386,0.8296788482834995
0.3,0.7953286252635273,0.8248062015503876
0.5,0.709923633140397,0.7726467331118494
0.7,0.6518634211708008,0.7203765227021041
0.9,0.5887186766822421,0.6304540420819491
