,Metric,Value
0,avg_kmeans_nmi,0.31895278588639325
1,std_kmeans_nmi,0.04242531265914654
2,avg_kmeans_ari,0.38441159843981204
3,std_kmeans_ari,0.050101789979763535
4,avg_dbscan_nmi,0.12621692155996866
5,std_dbscan_nmi,0.029652866167188603
6,avg_dbscan_ari,0.004100002799091307
7,std_dbscan_ari,0.005604492271259714
