,Metric,Value
0,avg_kmeans_nmi,0.29965826372464377
1,std_kmeans_nmi,0.042183644312238616
2,avg_kmeans_ari,0.3539199487419894
3,std_kmeans_ari,0.048911196238194864
4,avg_dbscan_nmi,0.18373906693104775
5,std_dbscan_nmi,0.029491856249498693
6,avg_dbscan_ari,0.08473571863380111
7,std_dbscan_ari,0.02880292404768659
