MissingRate,F1_Score,Accuracy
0.05,0.5075871771681238,0.51
0.1,0.5075871771681238,0.51
0.3,0.47575360419397117,0.48
0.5,0.5160802500252042,0.52
0.7,0.49753793588584067,0.5
0.9,0.42471512335435335,0.48
