MissingRate,F1_Score,Accuracy
0.05,0.8897174424806751,0.89
0.1,0.8948464971058039,0.8949999999999999
0.3,0.8294035213741455,0.8300000000000001
0.5,0.7544697538944785,0.7550000000000001
0.7,0.6924250411941847,0.6950000000000001
0.9,0.5098592281279309,0.53
