dataset_name,mean,mice,rbfn,genrbf,ik,kpca,ppca,mpk
car_rate_0.05,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.1,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.2,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.3,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.4,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.5,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.6,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.7,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
car_rate_0.8,0.7002060819301332,0.7002060819301332,0.0,0.7002328893356791,0.7002328893356791,0.9340437295802966,0.8750054452542516,0.8518606014911618
breast_rate_0.05,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.1,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.2,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.3,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.4,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.5,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.6,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.7,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
breast_rate_0.8,0.7026618269812462,0.7026618269812462,0.0,0.0,0.7027828191167573,0.6885057471264366,0.7027828191167573,0.7236539624924381
australian_rate_0.05,0.673913043478261,0.6695652173913043,0.0014492753623188,0.4797101449275362,0.555072463768116,0.5521739130434783,0.655072463768116,0.8565217391304347
australian_rate_0.1,0.673913043478261,0.6695652173913043,0.0014492753623188,0.4797101449275362,0.555072463768116,0.5521739130434783,0.655072463768116,0.8565217391304347
australian_rate_0.2,0.673913043478261,0.6695652173913043,0.0014492753623188,0.4797101449275362,0.555072463768116,0.5521739130434783,0.655072463768116,0.8565217391304347
