classifier_name,dataset_name,accuracy
rbfn,wine_rate_70,0.0004615384615384
genrbf,wine_rate_70,0.9781436608041688
em,wine_rate_70,0.9002613844969503
kpca,wine_rate_70,0.943359744181915
mpk,wine_rate_70,0.9929198791970156
mean,wine_rate_80,0.92011784212708
mice,wine_rate_80,0.9284289690294308
rbfn,wine_rate_80,0.0004615384615384
genrbf,wine_rate_80,0.9781436608041688
em,wine_rate_80,0.9002613844969503
kpca,wine_rate_80,0.943359744181915
mpk,wine_rate_80,0.9929198791970156
mean,car_rate_5,0.9189846695149536
mice,car_rate_5,0.9189846695149536
rbfn,car_rate_5,0.0434078914300075
genrbf,car_rate_5,0.7002060819301332
em,car_rate_5,0.8987249727737288
kpca,car_rate_5,0.9357728072379996
ppca,car_rate_5,0.8628466113763927
mpk,car_rate_5,0.8663366004858843
mean,car_rate_10,0.9189846695149536
mice,car_rate_10,0.9189846695149536
rbfn,car_rate_10,0.0434078914300075
genrbf,car_rate_10,0.7002060819301332
em,car_rate_10,0.8987249727737288
kpca,car_rate_10,0.9357728072379996
ppca,car_rate_10,0.8628466113763927
mpk,car_rate_10,0.8663366004858843
mean,car_rate_20,0.9189846695149536
mice,car_rate_20,0.9189846695149536
rbfn,car_rate_20,0.0434078914300075
genrbf,car_rate_20,0.7002060819301332
em,car_rate_20,0.8987249727737288
kpca,car_rate_20,0.9357728072379996
ppca,car_rate_20,0.8628466113763927
mpk,car_rate_20,0.8663366004858843
mean,car_rate_30,0.9189846695149536
mice,car_rate_30,0.9189846695149536
rbfn,car_rate_30,0.0434078914300075
genrbf,car_rate_30,0.7002060819301332
em,car_rate_30,0.8987249727737288
kpca,car_rate_30,0.9357728072379996
ppca,car_rate_30,0.8628466113763927
mpk,car_rate_30,0.8663366004858843
mean,car_rate_40,0.9189846695149536
mice,car_rate_40,0.9189846695149536
rbfn,car_rate_40,0.0434078914300075
genrbf,car_rate_40,0.7002060819301332
em,car_rate_40,0.8987249727737288
kpca,car_rate_40,0.9357728072379996
ppca,car_rate_40,0.8628466113763927
mpk,car_rate_40,0.8663366004858843
mean,car_rate_50,0.9189846695149536
mice,car_rate_50,0.9189846695149536
rbfn,car_rate_50,0.0434078914300075
genrbf,car_rate_50,0.7002060819301332
em,car_rate_50,0.8987249727737288
kpca,car_rate_50,0.9357728072379996
ppca,car_rate_50,0.8628466113763927
mpk,car_rate_50,0.8663366004858843
mean,car_rate_60,0.9189846695149536
mice,car_rate_60,0.9189846695149536
rbfn,car_rate_60,0.0434078914300075
genrbf,car_rate_60,0.7002060819301332
em,car_rate_60,0.8987249727737288
kpca,car_rate_60,0.9357728072379996
ppca,car_rate_60,0.8628466113763927
mpk,car_rate_60,0.8663366004858843
mean,car_rate_70,0.9189846695149536
mice,car_rate_70,0.9189846695149536
rbfn,car_rate_70,0.0434078914300075
genrbf,car_rate_70,0.7002060819301332
em,car_rate_70,0.8987249727737288
kpca,car_rate_70,0.9357728072379996
ppca,car_rate_70,0.8628466113763927
mpk,car_rate_70,0.8663366004858843
mean,car_rate_80,0.9189846695149536
mice,car_rate_80,0.9189846695149536
rbfn,car_rate_80,0.0434078914300075
genrbf,car_rate_80,0.7002060819301332
em,car_rate_80,0.8987249727737288
kpca,car_rate_80,0.9357728072379996
ppca,car_rate_80,0.8628466113763927
mpk,car_rate_80,0.8663366004858843
mean,breast_rate_5,0.7027828191167573
mice,breast_rate_5,0.7027828191167573
rbfn,breast_rate_5,0.5699334543254688
genrbf,breast_rate_5,0.7026618269812462
em,breast_rate_5,0.7027828191167573
kpca,breast_rate_5,0.7131881427707198
ppca,breast_rate_5,0.7027828191167573
mpk,breast_rate_5,0.7169993950393225
mean,breast_rate_10,0.7027828191167573
mice,breast_rate_10,0.7027828191167573
rbfn,breast_rate_10,0.5699334543254688
genrbf,breast_rate_10,0.7026618269812462
em,breast_rate_10,0.7027828191167573
kpca,breast_rate_10,0.7131881427707198
ppca,breast_rate_10,0.7027828191167573
mpk,breast_rate_10,0.7169993950393225
mean,breast_rate_20,0.7027828191167573
mice,breast_rate_20,0.7027828191167573
rbfn,breast_rate_20,0.5699334543254688
genrbf,breast_rate_20,0.7026618269812462
em,breast_rate_20,0.7027828191167573
kpca,breast_rate_20,0.7131881427707198
ppca,breast_rate_20,0.7027828191167573
mpk,breast_rate_20,0.7169993950393225
mean,breast_rate_30,0.7027828191167573
mice,breast_rate_30,0.7027828191167573
rbfn,breast_rate_30,0.5699334543254688
genrbf,breast_rate_30,0.7026618269812462
em,breast_rate_30,0.7027828191167573
kpca,breast_rate_30,0.7131881427707198
ppca,breast_rate_30,0.7027828191167573
mpk,breast_rate_30,0.7169993950393225
mean,breast_rate_40,0.7027828191167573
mice,breast_rate_40,0.7027828191167573
rbfn,breast_rate_40,0.5699334543254688
genrbf,breast_rate_40,0.7026618269812462
em,breast_rate_40,0.7027828191167573
kpca,breast_rate_40,0.7131881427707198
ppca,breast_rate_40,0.7027828191167573
mpk,breast_rate_40,0.7169993950393225
mean,breast_rate_50,0.7027828191167573
mice,breast_rate_50,0.7027828191167573
rbfn,breast_rate_50,0.5699334543254688
genrbf,breast_rate_50,0.7026618269812462
em,breast_rate_50,0.7027828191167573
kpca,breast_rate_50,0.7131881427707198
ppca,breast_rate_50,0.7027828191167573
mpk,breast_rate_50,0.7169993950393225
mean,breast_rate_60,0.7027828191167573
mice,breast_rate_60,0.7027828191167573
rbfn,breast_rate_60,0.5699334543254688
genrbf,breast_rate_60,0.7026618269812462
em,breast_rate_60,0.7027828191167573
kpca,breast_rate_60,0.7131881427707198
ppca,breast_rate_60,0.7027828191167573
mpk,breast_rate_60,0.7169993950393225
mean,breast_rate_70,0.7027828191167573
mice,breast_rate_70,0.7027828191167573
rbfn,breast_rate_70,0.5699334543254688
genrbf,breast_rate_70,0.7026618269812462
em,breast_rate_70,0.7027828191167573
kpca,breast_rate_70,0.7131881427707198
ppca,breast_rate_70,0.7027828191167573
mpk,breast_rate_70,0.7169993950393225
mean,breast_rate_80,0.7027828191167573
mice,breast_rate_80,0.7027828191167573
rbfn,breast_rate_80,0.5699334543254688
genrbf,breast_rate_80,0.7026618269812462
em,breast_rate_80,0.7027828191167573
kpca,breast_rate_80,0.7131881427707198
ppca,breast_rate_80,0.7027828191167573
mpk,breast_rate_80,0.7169993950393225
mean,australian_rate_5,0.6666666666666667
mice,australian_rate_5,0.6608695652173913
rbfn,australian_rate_5,0.0014492753623188
genrbf,australian_rate_5,0.855072463768116
em,australian_rate_5,0.644927536231884
kpca,australian_rate_5,0.5565217391304348
ppca,australian_rate_5,0.636231884057971
mpk,australian_rate_5,0.8246376811594203
mean,australian_rate_10,0.6666666666666667
mice,australian_rate_10,0.6608695652173913
rbfn,australian_rate_10,0.0014492753623188
genrbf,australian_rate_10,0.855072463768116
em,australian_rate_10,0.644927536231884
kpca,australian_rate_10,0.5565217391304348
ppca,australian_rate_10,0.636231884057971
mpk,australian_rate_10,0.8246376811594203
mean,australian_rate_20,0.6666666666666667
mice,australian_rate_20,0.6608695652173913
rbfn,australian_rate_20,0.0014492753623188
genrbf,australian_rate_20,0.855072463768116
em,australian_rate_20,0.644927536231884
kpca,australian_rate_20,0.5565217391304348
ppca,australian_rate_20,0.636231884057971
mpk,australian_rate_20,0.8246376811594203
mean,australian_rate_30,0.6666666666666667
mice,australian_rate_30,0.6608695652173913
rbfn,australian_rate_30,0.0014492753623188
genrbf,australian_rate_30,0.855072463768116
em,australian_rate_30,0.644927536231884
kpca,australian_rate_30,0.5565217391304348
ppca,australian_rate_30,0.636231884057971
mpk,australian_rate_30,0.8246376811594203
mean,australian_rate_40,0.6666666666666667
mice,australian_rate_40,0.6608695652173913
rbfn,australian_rate_40,0.0014492753623188
genrbf,australian_rate_40,0.855072463768116
em,australian_rate_40,0.644927536231884
kpca,australian_rate_40,0.5565217391304348
ppca,australian_rate_40,0.636231884057971
mpk,australian_rate_40,0.8246376811594203
mean,australian_rate_50,0.6666666666666667
mice,australian_rate_50,0.6608695652173913
rbfn,australian_rate_50,0.0014492753623188
genrbf,australian_rate_50,0.855072463768116
em,australian_rate_50,0.644927536231884
kpca,australian_rate_50,0.5565217391304348
ppca,australian_rate_50,0.636231884057971
mpk,australian_rate_50,0.8246376811594203
mean,australian_rate_60,0.6666666666666667
mice,australian_rate_60,0.6608695652173913
rbfn,australian_rate_60,0.0014492753623188
genrbf,australian_rate_60,0.855072463768116
em,australian_rate_60,0.644927536231884
kpca,australian_rate_60,0.5565217391304348
ppca,australian_rate_60,0.636231884057971
mpk,australian_rate_60,0.8246376811594203
mean,australian_rate_70,0.6666666666666667
mice,australian_rate_70,0.6608695652173913
rbfn,australian_rate_70,0.0014492753623188
genrbf,australian_rate_70,0.855072463768116
em,australian_rate_70,0.644927536231884
kpca,australian_rate_70,0.5565217391304348
ppca,australian_rate_70,0.636231884057971
mpk,australian_rate_70,0.8246376811594203
mean,australian_rate_80,0.6666666666666667
mice,australian_rate_80,0.6608695652173913
rbfn,australian_rate_80,0.0014492753623188
genrbf,australian_rate_80,0.855072463768116
em,australian_rate_80,0.644927536231884
kpca,australian_rate_80,0.5565217391304348
ppca,australian_rate_80,0.636231884057971
mpk,australian_rate_80,0.8246376811594203
mean,heart_rate_5,0.5412568306010929
mice,heart_rate_5,0.5412568306010929
rbfn,heart_rate_5,0.0
genrbf,heart_rate_5,0.541256830601093
em,heart_rate_5,0.5412568306010929
kpca,heart_rate_5,0.5412568306010929
ppca,heart_rate_5,0.5412568306010929
mpk,heart_rate_5,0.5808743169398907
mean,heart_rate_10,0.5412568306010929
mice,heart_rate_10,0.5412568306010929
rbfn,heart_rate_10,0.0
genrbf,heart_rate_10,0.541256830601093
em,heart_rate_10,0.5412568306010929
kpca,heart_rate_10,0.5412568306010929
ppca,heart_rate_10,0.5412568306010929
mpk,heart_rate_10,0.5808743169398907
mean,heart_rate_20,0.5412568306010929
mice,heart_rate_20,0.5412568306010929
rbfn,heart_rate_20,0.0
genrbf,heart_rate_20,0.541256830601093
em,heart_rate_20,0.5412568306010929
kpca,heart_rate_20,0.5412568306010929
ppca,heart_rate_20,0.5412568306010929
mpk,heart_rate_20,0.5808743169398907
mean,heart_rate_30,0.5412568306010929
mice,heart_rate_30,0.5412568306010929
rbfn,heart_rate_30,0.0
genrbf,heart_rate_30,0.541256830601093
em,heart_rate_30,0.5412568306010929
kpca,heart_rate_30,0.5412568306010929
ppca,heart_rate_30,0.5412568306010929
mpk,heart_rate_30,0.5808743169398907
mean,heart_rate_40,0.5412568306010929
mice,heart_rate_40,0.5412568306010929
rbfn,heart_rate_40,0.0
genrbf,heart_rate_40,0.541256830601093
em,heart_rate_40,0.5412568306010929
kpca,heart_rate_40,0.5412568306010929
ppca,heart_rate_40,0.5412568306010929
mpk,heart_rate_40,0.5808743169398907
mean,heart_rate_50,0.5412568306010929
mice,heart_rate_50,0.5412568306010929
rbfn,heart_rate_50,0.0
genrbf,heart_rate_50,0.541256830601093
em,heart_rate_50,0.5412568306010929
kpca,heart_rate_50,0.5412568306010929
ppca,heart_rate_50,0.5412568306010929
mpk,heart_rate_50,0.5808743169398907
mean,heart_rate_60,0.5412568306010929
mice,heart_rate_60,0.5412568306010929
rbfn,heart_rate_60,0.0
genrbf,heart_rate_60,0.541256830601093
em,heart_rate_60,0.5412568306010929
kpca,heart_rate_60,0.5412568306010929
ppca,heart_rate_60,0.5412568306010929
mpk,heart_rate_60,0.5808743169398907
mean,heart_rate_70,0.5412568306010929
mice,heart_rate_70,0.5412568306010929
rbfn,heart_rate_70,0.0
genrbf,heart_rate_70,0.541256830601093
em,heart_rate_70,0.5412568306010929
kpca,heart_rate_70,0.5412568306010929
ppca,heart_rate_70,0.5412568306010929
mpk,heart_rate_70,0.5808743169398907
mean,heart_rate_80,0.5412568306010929
mice,heart_rate_80,0.5412568306010929
rbfn,heart_rate_80,0.0
genrbf,heart_rate_80,0.541256830601093
em,heart_rate_80,0.5412568306010929
kpca,heart_rate_80,0.5412568306010929
ppca,heart_rate_80,0.5412568306010929
mpk,heart_rate_80,0.5808743169398907
mean,adult_rate_5,0.5282134107883929
mice,adult_rate_5,0.5287457340738128
genrbf,adult_rate_5,0.4692477726053322
em,adult_rate_5,0.5094262295081967
kpca,adult_rate_5,0.5061475409836065
ppca,adult_rate_5,0.5286843194919764
mpk,adult_rate_5,0.5495901639344263
mean,adult_rate_10,0.5282134107883929
mice,adult_rate_10,0.5287457340738128
genrbf,adult_rate_10,0.4692477726053322
em,adult_rate_10,0.5094262295081967
kpca,adult_rate_10,0.5061475409836065
ppca,adult_rate_10,0.5286843194919764
mpk,adult_rate_10,0.5495901639344263
mean,adult_rate_20,0.5282134107883929
mice,adult_rate_20,0.5287457340738128
genrbf,adult_rate_20,0.4692477726053322
em,adult_rate_20,0.5094262295081967
kpca,adult_rate_20,0.5061475409836065
ppca,adult_rate_20,0.5286843194919764
mpk,adult_rate_20,0.5495901639344263
mean,adult_rate_30,0.5282134107883929
mice,adult_rate_30,0.5287457340738128
genrbf,adult_rate_30,0.4692477726053322
em,adult_rate_30,0.5094262295081967
kpca,adult_rate_30,0.5061475409836065
ppca,adult_rate_30,0.5286843194919764
mpk,adult_rate_30,0.5495901639344263
mean,adult_rate_40,0.5282134107883929
mice,adult_rate_40,0.5287457340738128
genrbf,adult_rate_40,0.4692477726053322
em,adult_rate_40,0.5094262295081967
kpca,adult_rate_40,0.5061475409836065
ppca,adult_rate_40,0.5286843194919764
mpk,adult_rate_40,0.5495901639344263
mean,adult_rate_50,0.5282134107883929
mice,adult_rate_50,0.5287457340738128
genrbf,adult_rate_50,0.4692477726053322
em,adult_rate_50,0.5094262295081967
kpca,adult_rate_50,0.5061475409836065
ppca,adult_rate_50,0.5286843194919764
mpk,adult_rate_50,0.5495901639344263
mean,adult_rate_60,0.5282134107883929
mice,adult_rate_60,0.5287457340738128
genrbf,adult_rate_60,0.4692477726053322
em,adult_rate_60,0.5094262295081967
kpca,adult_rate_60,0.5061475409836065
ppca,adult_rate_60,0.5286843194919764
mpk,adult_rate_60,0.5495901639344263
mean,adult_rate_70,0.5282134107883929
mice,adult_rate_70,0.5287457340738128
genrbf,adult_rate_70,0.4692477726053322
em,adult_rate_70,0.5094262295081967
kpca,adult_rate_70,0.5061475409836065
ppca,adult_rate_70,0.5286843194919764
mpk,adult_rate_70,0.5495901639344263
mean,adult_rate_80,0.5282134107883929
mice,adult_rate_80,0.5287457340738128
genrbf,adult_rate_80,0.4692477726053322
em,adult_rate_80,0.5094262295081967
kpca,adult_rate_80,0.5061475409836065
ppca,adult_rate_80,0.5286843194919764
mpk,adult_rate_80,0.5495901639344263
mean,student_rate_5,0.5332140727489565
mice,student_rate_5,0.5255217650566488
rbfn,student_rate_5,0.0015384615384615
genrbf,student_rate_5,0.5470005963029219
em,student_rate_5,0.4159809183064997
kpca,student_rate_5,0.5592844364937388
ppca,student_rate_5,0.5607990459153249
mpk,student_rate_5,0.5901252236135958
mean,student_rate_10,0.5332140727489565
mice,student_rate_10,0.5255217650566488
rbfn,student_rate_10,0.0015384615384615
genrbf,student_rate_10,0.5470005963029219
em,student_rate_10,0.4159809183064997
kpca,student_rate_10,0.5592844364937388
ppca,student_rate_10,0.5607990459153249
mpk,student_rate_10,0.5901252236135958
mean,student_rate_20,0.5332140727489565
mice,student_rate_20,0.5255217650566488
rbfn,student_rate_20,0.0015384615384615
genrbf,student_rate_20,0.5470005963029219
em,student_rate_20,0.4159809183064997
kpca,student_rate_20,0.5592844364937388
ppca,student_rate_20,0.5607990459153249
mpk,student_rate_20,0.5901252236135958
mean,student_rate_30,0.5332140727489565
mice,student_rate_30,0.5255217650566488
rbfn,student_rate_30,0.0015384615384615
genrbf,student_rate_30,0.5470005963029219
em,student_rate_30,0.4159809183064997
kpca,student_rate_30,0.5592844364937388
ppca,student_rate_30,0.5607990459153249
mpk,student_rate_30,0.5901252236135958
mean,student_rate_40,0.5332140727489565
mice,student_rate_40,0.5255217650566488
rbfn,student_rate_40,0.0015384615384615
genrbf,student_rate_40,0.5470005963029219
em,student_rate_40,0.4159809183064997
kpca,student_rate_40,0.5592844364937388
ppca,student_rate_40,0.5607990459153249
mpk,student_rate_40,0.5901252236135958
mean,student_rate_50,0.5332140727489565
mice,student_rate_50,0.5255217650566488
rbfn,student_rate_50,0.0015384615384615
genrbf,student_rate_50,0.5470005963029219
em,student_rate_50,0.4159809183064997
kpca,student_rate_50,0.5592844364937388
ppca,student_rate_50,0.5607990459153249
mpk,student_rate_50,0.5901252236135958
mean,student_rate_60,0.5332140727489565
mice,student_rate_60,0.5255217650566488
rbfn,student_rate_60,0.0015384615384615
genrbf,student_rate_60,0.5470005963029219
em,student_rate_60,0.4159809183064997
kpca,student_rate_60,0.5592844364937388
ppca,student_rate_60,0.5607990459153249
mpk,student_rate_60,0.5901252236135958
mean,student_rate_70,0.5332140727489565
mice,student_rate_70,0.5255217650566488
rbfn,student_rate_70,0.0015384615384615
genrbf,student_rate_70,0.5470005963029219
em,student_rate_70,0.4159809183064997
kpca,student_rate_70,0.5592844364937388
ppca,student_rate_70,0.5607990459153249
mpk,student_rate_70,0.5901252236135958
mean,student_rate_80,0.5332140727489565
mice,student_rate_80,0.5255217650566488
rbfn,student_rate_80,0.0015384615384615
genrbf,student_rate_80,0.5470005963029219
em,student_rate_80,0.4159809183064997
kpca,student_rate_80,0.5592844364937388
ppca,student_rate_80,0.5607990459153249
mpk,student_rate_80,0.5901252236135958
mean,banknote_rate_5,0.9482574651625748
mice,banknote_rate_5,0.9664790975447912
rbfn,banknote_rate_5,0.524806901128069
genrbf,banknote_rate_5,0.9424233576642336
em,banknote_rate_5,0.9635620437956204
kpca,banknote_rate_5,0.9832302587923026
ppca,banknote_rate_5,0.9555248838752488
mpk,banknote_rate_5,0.9686635700066356
mean,banknote_rate_10,0.9482574651625748
mice,banknote_rate_10,0.9664790975447912
rbfn,banknote_rate_10,0.524806901128069
genrbf,banknote_rate_10,0.9424233576642336
em,banknote_rate_10,0.9635620437956204
kpca,banknote_rate_10,0.9832302587923026
ppca,banknote_rate_10,0.9555248838752488
mpk,banknote_rate_10,0.9686635700066356
mean,banknote_rate_20,0.9482574651625748
mice,banknote_rate_20,0.9664790975447912
rbfn,banknote_rate_20,0.524806901128069
genrbf,banknote_rate_20,0.9424233576642336
em,banknote_rate_20,0.9635620437956204
kpca,banknote_rate_20,0.9832302587923026
ppca,banknote_rate_20,0.9555248838752488
mpk,banknote_rate_20,0.9686635700066356
mean,banknote_rate_30,0.9482574651625748
mice,banknote_rate_30,0.9664790975447912
rbfn,banknote_rate_30,0.524806901128069
genrbf,banknote_rate_30,0.9424233576642336
em,banknote_rate_30,0.9635620437956204
kpca,banknote_rate_30,0.9832302587923026
ppca,banknote_rate_30,0.9555248838752488
mpk,banknote_rate_30,0.9686635700066356
mean,banknote_rate_40,0.9482574651625748
mice,banknote_rate_40,0.9664790975447912
rbfn,banknote_rate_40,0.524806901128069
genrbf,banknote_rate_40,0.9424233576642336
em,banknote_rate_40,0.9635620437956204
kpca,banknote_rate_40,0.9832302587923026
ppca,banknote_rate_40,0.9555248838752488
mpk,banknote_rate_40,0.9686635700066356
mean,banknote_rate_50,0.9482574651625748
mice,banknote_rate_50,0.9664790975447912
rbfn,banknote_rate_50,0.524806901128069
genrbf,banknote_rate_50,0.9424233576642336
em,banknote_rate_50,0.9635620437956204
kpca,banknote_rate_50,0.9832302587923026
ppca,banknote_rate_50,0.9555248838752488
mpk,banknote_rate_50,0.9686635700066356
mean,banknote_rate_60,0.9482574651625748
mice,banknote_rate_60,0.9664790975447912
rbfn,banknote_rate_60,0.524806901128069
genrbf,banknote_rate_60,0.9424233576642336
em,banknote_rate_60,0.9635620437956204
kpca,banknote_rate_60,0.9832302587923026
ppca,banknote_rate_60,0.9555248838752488
mpk,banknote_rate_60,0.9686635700066356
mean,banknote_rate_70,0.9482574651625748
mice,banknote_rate_70,0.9664790975447912
rbfn,banknote_rate_70,0.524806901128069
genrbf,banknote_rate_70,0.9424233576642336
em,banknote_rate_70,0.9635620437956204
kpca,banknote_rate_70,0.9832302587923026
ppca,banknote_rate_70,0.9555248838752488
mpk,banknote_rate_70,0.9686635700066356
mean,banknote_rate_80,0.9482574651625748
mice,banknote_rate_80,0.9664790975447912
rbfn,banknote_rate_80,0.524806901128069
genrbf,banknote_rate_80,0.9424233576642336
em,banknote_rate_80,0.9635620437956204
kpca,banknote_rate_80,0.9832302587923026
ppca,banknote_rate_80,0.9555248838752488
mpk,banknote_rate_80,0.9686635700066356
mean,sonar_rate_5,0.7837398373983738
mice,sonar_rate_5,0.7882694541231127
rbfn,sonar_rate_5,0.2022067363530778
genrbf,sonar_rate_5,0.5346109175377468
em,sonar_rate_5,0.783623693379791
kpca,sonar_rate_5,0.8173054587688734
ppca,sonar_rate_5,0.759465737514518
mpk,sonar_rate_5,0.7979094076655052
mean,sonar_rate_10,0.7837398373983738
mice,sonar_rate_10,0.7882694541231127
rbfn,sonar_rate_10,0.2022067363530778
genrbf,sonar_rate_10,0.5346109175377468
em,sonar_rate_10,0.783623693379791
kpca,sonar_rate_10,0.8173054587688734
ppca,sonar_rate_10,0.759465737514518
mpk,sonar_rate_10,0.7979094076655052
mean,sonar_rate_20,0.7837398373983738
mice,sonar_rate_20,0.7882694541231127
rbfn,sonar_rate_20,0.2022067363530778
genrbf,sonar_rate_20,0.5346109175377468
em,sonar_rate_20,0.783623693379791
kpca,sonar_rate_20,0.8173054587688734
ppca,sonar_rate_20,0.759465737514518
mpk,sonar_rate_20,0.7979094076655052
mean,sonar_rate_30,0.7837398373983738
mice,sonar_rate_30,0.7882694541231127
rbfn,sonar_rate_30,0.2022067363530778
genrbf,sonar_rate_30,0.5346109175377468
em,sonar_rate_30,0.783623693379791
kpca,sonar_rate_30,0.8173054587688734
ppca,sonar_rate_30,0.759465737514518
mpk,sonar_rate_30,0.7979094076655052
mean,sonar_rate_40,0.7837398373983738
mice,sonar_rate_40,0.7882694541231127
rbfn,sonar_rate_40,0.2022067363530778
genrbf,sonar_rate_40,0.5346109175377468
em,sonar_rate_40,0.783623693379791
kpca,sonar_rate_40,0.8173054587688734
ppca,sonar_rate_40,0.759465737514518
mpk,sonar_rate_40,0.7979094076655052
mean,sonar_rate_50,0.7837398373983738
mice,sonar_rate_50,0.7882694541231127
rbfn,sonar_rate_50,0.2022067363530778
genrbf,sonar_rate_50,0.5346109175377468
em,sonar_rate_50,0.783623693379791
kpca,sonar_rate_50,0.8173054587688734
ppca,sonar_rate_50,0.759465737514518
mpk,sonar_rate_50,0.7979094076655052
mean,sonar_rate_60,0.7837398373983738
mice,sonar_rate_60,0.7882694541231127
rbfn,sonar_rate_60,0.2022067363530778
genrbf,sonar_rate_60,0.5346109175377468
em,sonar_rate_60,0.783623693379791
kpca,sonar_rate_60,0.8173054587688734
ppca,sonar_rate_60,0.759465737514518
mpk,sonar_rate_60,0.7979094076655052
mean,sonar_rate_70,0.7837398373983738
mice,sonar_rate_70,0.7882694541231127
rbfn,sonar_rate_70,0.2022067363530778
genrbf,sonar_rate_70,0.5346109175377468
em,sonar_rate_70,0.783623693379791
kpca,sonar_rate_70,0.8173054587688734
ppca,sonar_rate_70,0.759465737514518
mpk,sonar_rate_70,0.7979094076655052
mean,sonar_rate_80,0.7837398373983738
mice,sonar_rate_80,0.7882694541231127
rbfn,sonar_rate_80,0.2022067363530778
genrbf,sonar_rate_80,0.5346109175377468
em,sonar_rate_80,0.783623693379791
kpca,sonar_rate_80,0.8173054587688734
ppca,sonar_rate_80,0.759465737514518
mpk,sonar_rate_80,0.7979094076655052
mean,spam_rate_5,0.8011303875749421
mice,spam_rate_5,0.8043891327951659
rbfn,spam_rate_5,0.0
genrbf,spam_rate_5,0.876330076004343
em,spam_rate_5,0.6894146249350894
kpca,spam_rate_5,0.8041674928008309
ppca,spam_rate_5,0.7024538545059718
mpk,spam_rate_5,0.9371842987301138
mean,spam_rate_10,0.8011303875749421
mice,spam_rate_10,0.8043891327951659
rbfn,spam_rate_10,0.0
genrbf,spam_rate_10,0.876330076004343
em,spam_rate_10,0.6894146249350894
kpca,spam_rate_10,0.8041674928008309
ppca,spam_rate_10,0.7024538545059718
mpk,spam_rate_10,0.9371842987301138
mean,spam_rate_20,0.8011303875749421
mice,spam_rate_20,0.8043891327951659
rbfn,spam_rate_20,0.0
genrbf,spam_rate_20,0.876330076004343
em,spam_rate_20,0.6894146249350894
kpca,spam_rate_20,0.8041674928008309
ppca,spam_rate_20,0.7024538545059718
mpk,spam_rate_20,0.9371842987301138
mean,spam_rate_30,0.8011303875749421
mice,spam_rate_30,0.8043891327951659
rbfn,spam_rate_30,0.0
genrbf,spam_rate_30,0.876330076004343
em,spam_rate_30,0.6894146249350894
kpca,spam_rate_30,0.8041674928008309
ppca,spam_rate_30,0.7024538545059718
mpk,spam_rate_30,0.9371842987301138
mean,spam_rate_40,0.8011303875749421
mice,spam_rate_40,0.8043891327951659
rbfn,spam_rate_40,0.0
genrbf,spam_rate_40,0.876330076004343
em,spam_rate_40,0.6894146249350894
kpca,spam_rate_40,0.8041674928008309
ppca,spam_rate_40,0.7024538545059718
mpk,spam_rate_40,0.9371842987301138
mean,spam_rate_50,0.8011303875749421
mice,spam_rate_50,0.8043891327951659
rbfn,spam_rate_50,0.0
genrbf,spam_rate_50,0.876330076004343
em,spam_rate_50,0.6894146249350894
kpca,spam_rate_50,0.8041674928008309
ppca,spam_rate_50,0.7024538545059718
mpk,spam_rate_50,0.9371842987301138
mean,spam_rate_60,0.8011303875749421
mice,spam_rate_60,0.8043891327951659
rbfn,spam_rate_60,0.0
genrbf,spam_rate_60,0.876330076004343
em,spam_rate_60,0.6894146249350894
kpca,spam_rate_60,0.8041674928008309
ppca,spam_rate_60,0.7024538545059718
mpk,spam_rate_60,0.9371842987301138
mean,spam_rate_70,0.8011303875749421
mice,spam_rate_70,0.8043891327951659
rbfn,spam_rate_70,0.0
genrbf,spam_rate_70,0.876330076004343
em,spam_rate_70,0.6894146249350894
kpca,spam_rate_70,0.8041674928008309
ppca,spam_rate_70,0.7024538545059718
mpk,spam_rate_70,0.9371842987301138
mean,spam_rate_80,0.8011303875749421
mice,spam_rate_80,0.8043891327951659
rbfn,spam_rate_80,0.0
genrbf,spam_rate_80,0.876330076004343
em,spam_rate_80,0.6894146249350894
kpca,spam_rate_80,0.8041674928008309
ppca,spam_rate_80,0.7024538545059718
mpk,spam_rate_80,0.9371842987301138
mean,wine_rate_5,0.926890625925268
mice,wine_rate_5,0.936895600165808
rbfn,wine_rate_5,0.0
genrbf,wine_rate_5,0.987070290756203
em,wine_rate_5,0.9156538165452714
kpca,wine_rate_5,0.9453583229703324
mpk,wine_rate_5,0.9939965654053412
mean,wine_rate_10,0.926890625925268
mice,wine_rate_10,0.936895600165808
rbfn,wine_rate_10,0.0
genrbf,wine_rate_10,0.987070290756203
em,wine_rate_10,0.9156538165452714
kpca,wine_rate_10,0.9453583229703324
mpk,wine_rate_10,0.9939965654053412
mean,wine_rate_20,0.926890625925268
mice,wine_rate_20,0.936895600165808
rbfn,wine_rate_20,0.0
genrbf,wine_rate_20,0.987070290756203
em,wine_rate_20,0.9156538165452714
kpca,wine_rate_20,0.9453583229703324
mpk,wine_rate_20,0.9939965654053412
mean,wine_rate_30,0.926890625925268
mice,wine_rate_30,0.936895600165808
rbfn,wine_rate_30,0.0
genrbf,wine_rate_30,0.987070290756203
em,wine_rate_30,0.9156538165452714
kpca,wine_rate_30,0.9453583229703324
mpk,wine_rate_30,0.9939965654053412
mean,wine_rate_40,0.926890625925268
mice,wine_rate_40,0.936895600165808
rbfn,wine_rate_40,0.0
genrbf,wine_rate_40,0.987070290756203
em,wine_rate_40,0.9156538165452714
