MissingRate,F1_Score,Accuracy
0.05,0.38236587053043414,0.5689830508474576
0.1,0.42177972119661955,0.555367231638418
0.3,0.34204751505803227,0.49474576271186443
0.5,0.22365775019338133,0.3870056497175141
0.7,0.17349932220179962,0.3229378531073447
0.9,0.15160814294343664,0.29960451977401126
