,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
avg_accuracy,0.0014492753623188406,0.0014492753623188406,0.002898550724637681,,,,,,
std_accuracy,0.002898550724637681,0.002898550724637681,0.003549985134468374,,,,,,
avg_f1_score,0.002116402116402116,0.002116402116402116,0.003441003441003441,,,,,,
std_f1_score,0.004232804232804232,0.004232804232804232,0.004214497493647432,,,,,,
