MissingRate,F1_Score,Accuracy
0.05,0.8598183545166856,0.86
0.1,0.8647833915398175,0.865
0.3,0.8393340199472092,0.8399999999999999
0.5,0.7692265127856375,0.7700000000000001
0.7,0.6729847226360233,0.675
0.9,0.5253760731633654,0.54
