MissingRate,F1_Score,Accuracy
0.05,0.9671517451735385,0.9672727272727272
0.1,0.9596842965726478,0.96
0.3,0.8322717395630391,0.8327272727272728
0.5,0.7557493409700602,0.7563636363636365
0.7,0.6245953856154447,0.6327272727272726
0.9,0.41816246876618396,0.49818181818181817
