,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
avg_accuracy,0.0,0.0,0.0,0.003278688524590164,0.009890710382513662,,,,
std_accuracy,0.0,0.0,0.0,0.006557377049180329,0.013142502520843454,,,,
avg_f1_score,0.0,0.0,0.0,0.005555555555555556,0.01090909090909091,,,,
std_f1_score,0.0,0.0,0.0,0.011111111111111112,0.017218000608212138,,,,
