,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
avg_accuracy,0.4670161085531134,0.47313789654868577,0.48112286110545915,0.4823922390177892,,0.4817370488421773,,,
std_accuracy,0.0020231750701497483,0.0022246679640665337,0.0014697767208822837,0.0017843025651774107,,0.0018055112173203554,,,
avg_f1_score,0.1963812887074714,0.19433521358384398,0.18980835420090678,0.18922883748024344,,0.18863034308357024,,,
std_f1_score,0.002356473974083878,0.002404085578396136,0.0025038803682761266,0.00230847446111468,,0.0018809592499389365,,,
