MissingRate,F1_Score,Accuracy
0.05,0.746060606060606,0.7861111111111111
0.1,0.7489743589743589,0.7833333333333333
0.3,0.765944055944056,0.788888888888889
0.5,0.7259307359307359,0.763888888888889
0.7,0.6975757575757575,0.7416666666666667
0.9,0.5661871461871462,0.6444444444444445
