,Metric,Value
0,avg_kmeans_nmi,0.1168440649974077
1,std_kmeans_nmi,0.02833569595199413
2,avg_kmeans_ari,0.1022549371653658
3,std_kmeans_ari,0.0451311105546251
4,avg_dbscan_nmi,0.06270807662528467
5,std_dbscan_nmi,0.09335725664122851
6,avg_dbscan_ari,0.0303380425366498
7,std_dbscan_ari,0.08257301289450415
