MissingRate,F1_Score,Accuracy
0.05,0.8939160455631112,0.8939999999999999
0.1,0.8738870957450533,0.874
0.3,0.8497667242557597,0.85
0.5,0.7986415600949445,0.799
0.7,0.7248983637943508,0.726
0.9,0.6070560436120351,0.609
