MissingRate,F1_Score,Accuracy
0.05,0.8459100693696252,0.8459999999999999
0.1,0.8338183649229416,0.834
0.3,0.8088527593554543,0.8089999999999999
0.5,0.7416761427354659,0.743
0.7,0.6842804480783181,0.686
0.9,0.556137443233767,0.562
