MissingRate,F1_Score,Accuracy
0.05,0.8918418632283871,0.892
0.1,0.891896915161581,0.892
0.3,0.8588473904791918,0.859
0.5,0.8146690045233044,0.8149999999999998
0.7,0.7126950101312115,0.7130000000000001
0.9,0.585082223927383,0.588
