MissingRate,F1_Score,Accuracy
0.05,0.881848404100659,0.882
0.1,0.8839255889558351,0.884
0.3,0.8367910217488876,0.837
0.5,0.7905984614348203,0.791
0.7,0.7123269636195658,0.713
0.9,0.6130447827187727,0.615
