MissingRate,F1_Score,Accuracy
0.05,0.9670398419759666,0.9672727272727272
0.1,0.9342307367437664,0.9345454545454546
0.3,0.8424714279219689,0.8436363636363635
0.5,0.7002345431768536,0.7018181818181819
0.7,0.6405352158222015,0.6509090909090909
0.9,0.495650690863923,0.5745454545454545
