MissingRate,F1_Score,Accuracy
0.05,0.9596732294884249,0.96
0.1,0.9416032786463647,0.9418181818181818
0.3,0.8360331544608586,0.8363636363636363
0.5,0.7610839514311916,0.7636363636363637
0.7,0.6758397705810207,0.690909090909091
0.9,0.5331234448018594,0.5854545454545454
