,Metric,Value
0,avg_kmeans_nmi,0.31398195749143615
1,std_kmeans_nmi,0.0
2,avg_kmeans_ari,0.38268468746738793
3,std_kmeans_ari,0.0
4,avg_dbscan_nmi,0.13756186373033785
5,std_dbscan_nmi,0.0
6,avg_dbscan_ari,0.011910918435991022
7,std_dbscan_ari,0.0
