MissingRate,F1_Score,Accuracy
0.05,0.9099546837022977,0.9099999999999999
0.1,0.90392781395961,0.9040000000000001
0.3,0.8679028270508823,0.868
0.5,0.7917712765650234,0.792
0.7,0.68684859325654,0.687
0.9,0.5424148065171849,0.5449999999999999
