MissingRate,F1_Score,Accuracy
0.05,0.7857242403999144,0.7859999999999999
0.1,0.7421421846628992,0.7430000000000001
0.3,0.643860394232463,0.645
0.5,0.6380766493978784,0.639
0.7,0.5782246511242021,0.579
0.9,0.5190706243495528,0.5199999999999999
