MissingRate,F1_Score,Accuracy
0.05,0.9038838318351189,0.9039999999999999
0.1,0.8859086067062885,0.8860000000000001
0.3,0.805805183597579,0.806
0.5,0.7627150106375071,0.763
0.7,0.6754746674115777,0.6769999999999999
0.9,0.5971593615236476,0.598
